Time,Ground Speed,Steering Angle,Throttle Pos,Brake Pos,CG Accel Lateral,CG Accel Longitudinal,CG Accel Vertical,Chassis Yaw Rate,ABS Active,TC Active,Tire Slip Angle FL,Tire Slip Angle FR,Tire Slip Angle RL,Tire Slip Angle RR
472.2,107.15,9.2,100.0,0.0,0.022,0.665,0.0453,3.45,0.0,0.0,-0.25,0.0,0.21,0.31
472.25,108.34,8.0,100.0,0.0,-0.033,0.658,0.0332,4.4,0.0,0.0,-0.28,-0.06,-0.04,0.05
472.3,109.53,5.9,100.0,0.0,-0.071,0.664,0.0409,4.62,0.0,0.0,-0.29,-0.07,-0.24,-0.14
472.35,110.78,5.0,100.0,0.0,-0.111,0.655,0.056,4.43,0.0,0.0,-0.37,-0.15,-0.37,-0.28
472.4,111.88,4.7,100.0,0.0,-0.135,0.648,0.034,4.22,0.0,0.0,-0.42,-0.23,-0.45,-0.37
472.45,113.06,4.3,100.0,0.0,-0.16,0.651,0.0495,3.97,0.0,0.0,-0.48,-0.29,-0.52,-0.42
472.5,113.81,3.6,100.0,0.0,-0.167,0.647,0.0593,3.79,0.0,0.0,-0.49,-0.29,-0.54,-0.45
472.55,115.35,1.8,100.0,0.0,-0.156,0.631,0.0352,3.3,0.0,0.0,-0.41,-0.26,-0.57,-0.48
472.6,116.17,0.5,100.0,0.0,-0.151,0.638,0.0581,2.8,0.0,0.0,-0.36,-0.21,-0.57,-0.47
472.65,117.3,-0.7,100.0,0.0,-0.131,0.624,0.0783,1.95,0.0,0.0,-0.3,-0.14,-0.52,-0.43
472.7,118.4,-0.9,100.0,0.0,-0.112,0.612,0.0437,1.18,0.0,0.0,-0.26,-0.15,-0.45,-0.36
472.75,119.51,-1.0,100.0,0.0,-0.095,0.607,0.0685,0.56,0.0,0.0,-0.23,-0.12,-0.37,-0.28
472.8,120.66,-1.0,100.0,0.0,-0.073,0.596,0.0841,0.13,0.0,0.0,-0.18,-0.09,-0.28,-0.2
472.85,121.73,-1.1,100.0,0.0,-0.053,0.608,0.0645,-0.14,0.0,0.0,-0.12,-0.07,-0.22,-0.13
472.9,122.8,-1.2,100.0,0.0,-0.034,0.587,0.099,-0.37,0.0,0.0,-0.09,-0.02,-0.16,-0.08
472.95,123.46,-1.2,100.0,0.0,-0.025,0.093,0.0748,-0.5,0.0,0.0,-0.04,-0.01,-0.12,-0.04
473.0,124.65,-0.8,100.0,0.0,-0.011,0.699,0.0884,-0.73,0.0,0.0,-0.01,-0.04,-0.08,0.03
473.05,125.6,0.5,100.0,0.0,-0.003,0.497,0.1088,-0.66,0.0,0.0,0.02,-0.09,-0.01,0.08
473.1,126.18,1.0,100.0,0.0,-0.001,0.5,0.0746,-0.45,0.0,0.0,0.03,-0.12,0.01,0.11
473.15,127.15,1.5,100.0,0.0,0.0,0.501,0.1091,0.01,0.0,0.0,0.03,-0.12,0.0,0.11
473.2,128.06,1.8,100.0,0.0,-0.01,0.502,0.1194,0.41,0.0,0.0,0.01,-0.14,-0.02,0.07
473.25,128.96,2.3,100.0,0.0,-0.023,0.515,0.0828,0.79,0.0,0.0,-0.03,-0.17,-0.06,0.03
473.3,129.87,2.7,100.0,0.0,-0.042,0.505,0.0941,1.12,0.0,0.0,-0.1,-0.2,-0.09,-0.01
473.35,130.77,2.8,100.0,0.0,-0.054,0.497,0.0646,1.49,0.0,0.0,-0.12,-0.22,-0.13,-0.05
473.4,131.74,2.7,100.0,0.0,-0.066,0.502,0.0714,1.74,0.0,0.0,-0.16,-0.22,-0.18,-0.09
473.45,132.64,2.5,100.0,0.0,-0.077,0.498,0.0792,1.88,0.0,0.0,-0.17,-0.23,-0.22,-0.14
473.5,133.48,2.1,100.0,0.0,-0.086,0.512,0.0527,1.96,0.0,0.0,-0.18,-0.24,-0.26,-0.17
473.55,134.44,2.0,100.0,0.0,-0.094,0.502,0.0823,1.86,0.0,0.0,-0.21,-0.24,-0.29,-0.2
473.6,135.34,2.0,100.0,0.0,-0.099,0.495,0.0565,1.83,0.0,0.0,-0.22,-0.26,-0.3,-0.21
473.65,135.98,2.0,100.0,0.0,-0.105,0.504,0.0701,1.79,0.0,0.0,-0.23,-0.27,-0.32,-0.22
473.7,136.87,2.0,100.0,0.0,-0.108,0.496,0.0807,1.74,0.0,0.0,-0.25,-0.27,-0.32,-0.23
473.75,137.76,1.8,100.0,0.0,-0.107,0.502,0.0458,1.75,0.0,0.0,-0.24,-0.28,-0.33,-0.23
473.8,138.71,1.6,100.0,0.0,-0.107,0.495,0.0755,1.64,0.0,0.0,-0.25,-0.26,-0.33,-0.24
473.85,139.64,1.4,100.0,0.0,-0.102,0.487,0.0501,1.54,0.0,0.0,-0.23,-0.26,-0.33,-0.24
473.9,140.48,1.4,100.0,0.0,-0.103,0.488,0.062,1.42,0.0,0.0,-0.24,-0.25,-0.32,-0.22
473.95,141.35,1.4,100.0,0.0,-0.101,0.484,0.0629,1.36,0.0,0.0,-0.24,-0.25,-0.31,-0.22
474.0,142.23,1.8,100.0,0.0,-0.103,0.49,0.0549,1.34,0.0,0.0,-0.26,-0.27,-0.31,-0.21
474.05,143.15,2.3,100.0,0.0,-0.109,0.48,0.0609,1.43,0.0,0.0,-0.29,-0.29,-0.3,-0.2
474.1,143.95,2.8,100.0,0.0,-0.111,0.481,0.0348,1.64,0.0,0.0,-0.31,-0.31,-0.31,-0.21
474.15,144.56,3.1,100.0,0.0,-0.119,0.475,0.0495,1.81,0.0,0.0,-0.34,-0.33,-0.31,-0.21
474.2,145.41,3.4,100.0,0.0,-0.127,0.468,0.048,2.12,0.0,0.0,-0.36,-0.35,-0.33,-0.24
474.25,146.25,3.8,100.0,0.0,-0.139,0.469,0.0458,2.41,0.0,0.0,-0.4,-0.38,-0.37,-0.26
474.3,147.09,4.2,100.0,0.0,-0.154,0.461,0.047,2.69,0.0,0.0,-0.44,-0.42,-0.4,-0.3
474.35,147.96,4.7,100.0,0.0,-0.171,0.463,0.0373,3.04,0.0,0.0,-0.49,-0.47,-0.45,-0.34
474.4,148.83,5.0,100.0,0.0,-0.19,0.453,0.0403,3.38,0.0,0.0,-0.54,-0.51,-0.49,-0.39
474.45,149.64,5.0,100.0,0.0,-0.206,0.454,0.0264,3.71,0.0,0.0,-0.58,-0.55,-0.55,-0.44
474.5,150.49,5.4,100.0,0.0,-0.228,0.445,0.0338,3.96,0.0,0.0,-0.65,-0.6,-0.61,-0.5
474.55,151.28,5.8,100.0,0.0,-0.246,0.443,0.017,4.27,0.0,0.0,-0.71,-0.67,-0.66,-0.55
474.6,151.88,5.8,100.0,0.0,-0.26,0.438,0.0241,4.45,0.0,0.0,-0.74,-0.69,-0.71,-0.59
474.65,152.71,5.4,100.0,0.0,-0.271,0.431,0.0145,4.68,0.0,0.0,-0.76,-0.71,-0.77,-0.65
474.7,153.48,4.9,100.0,0.0,-0.283,0.429,0.0146,4.71,0.0,0.0,-0.78,-0.72,-0.82,-0.7
474.75,154.29,4.4,100.0,0.0,-0.288,0.425,0.008,4.62,0.0,0.0,-0.79,-0.72,-0.87,-0.74
474.8,154.82,4.1,100.0,0.0,-0.295,0.425,0.007,4.5,0.0,0.0,-0.8,-0.73,-0.89,-0.76
474.85,155.58,3.7,100.0,0.0,-0.297,0.42,0.0036,4.3,0.0,0.0,-0.81,-0.73,-0.9,-0.77
474.9,156.33,3.4,100.0,0.0,-0.297,0.419,-0.0021,4.09,0.0,0.0,-0.81,-0.72,-0.91,-0.78
474.95,157.16,2.5,100.0,0.0,-0.287,0.415,-0.0063,3.77,0.0,0.0,-0.77,-0.67,-0.91,-0.77
475.0,157.9,-0.5,100.0,0.0,-0.259,0.414,-0.0095,3.27,0.0,0.0,-0.64,-0.52,-0.89,-0.75
475.05,158.68,-3.8,100.0,0.0,-0.211,0.412,-0.0164,2.18,0.0,0.0,-0.42,-0.3,-0.85,-0.71
475.1,159.46,-7.5,100.0,0.0,-0.139,0.409,-0.0209,0.3,0.0,0.0,-0.16,-0.03,-0.75,-0.6
475.15,159.93,-9.0,100.0,0.0,-0.095,0.407,-0.0267,-1.06,0.0,0.0,-0.03,0.11,-0.64,-0.5
475.2,160.7,-8.7,100.0,0.0,-0.039,0.403,-0.0239,-3.09,0.0,0.0,0.04,0.19,-0.41,-0.27
475.25,161.42,-6.8,100.0,0.0,0.011,0.399,-0.0313,-4.35,0.0,0.0,0.07,0.22,-0.16,-0.02
475.3,162.18,-4.0,100.0,0.0,0.059,0.394,-0.0221,-4.78,0.0,0.0,0.07,0.24,0.09,0.22
475.35,162.89,-2.7,100.0,0.0,0.103,0.39,-0.0362,-4.49,0.0,0.0,0.14,0.31,0.26,0.4
475.4,163.63,-2.3,100.0,0.0,0.146,0.383,-0.0325,-3.95,0.0,0.0,0.24,0.43,0.38,0.52
475.45,164.11,-2.3,100.0,0.0,0.167,0.38,-0.0471,-3.69,0.0,0.0,0.31,0.5,0.43,0.57
475.5,164.33,-1.1,100.0,0.0,0.194,-0.062,-0.0598,-3.14,0.0,0.0,0.32,0.52,0.47,0.61
475.55,165.5,1.2,100.0,0.0,0.16,0.401,-0.0661,-3.15,0.0,0.0,0.23,0.4,0.54,0.71
475.6,166.13,5.8,100.0,0.0,0.131,0.347,-0.056,-1.81,0.0,0.0,0.03,0.19,0.54,0.73
475.65,166.75,7.6,100.0,0.0,0.093,0.342,-0.0747,0.09,0.0,0.0,-0.08,0.07,0.47,0.66
475.7,167.37,7.6,100.0,0.0,0.058,0.349,-0.0634,1.95,0.0,0.0,-0.16,0.03,0.3,0.5
475.75,167.99,7.0,100.0,0.0,0.01,0.348,-0.0745,3.32,0.0,0.0,-0.22,-0.03,0.1,0.29
475.8,168.62,6.6,100.0,0.0,-0.05,0.349,-0.0446,4.24,0.0,0.0,-0.33,-0.13,-0.11,0.08
475.85,169.25,6.2,100.0,0.0,-0.113,0.35,-0.0374,4.85,0.0,0.0,-0.45,-0.27,-0.3,-0.12
475.9,169.84,5.0,100.0,0.0,-0.156,0.349,-0.0127,5.16,0.0,0.0,-0.49,-0.34,-0.46,-0.29
475.95,170.5,2.3,100.0,0.0,-0.179,0.35,0.0054,4.93,0.0,0.0,-0.44,-0.33,-0.62,-0.46
476.0,171.13,-1.2,100.0,0.0,-0.188,0.35,0.0155,4.03,0.0,0.0,-0.38,-0.3,-0.71,-0.56
476.05,171.75,-3.3,100.0,0.0,-0.17,0.35,0.0173,2.56,0.0,0.0,-0.26,-0.2,-0.74,-0.6
476.1,172.34,-4.6,100.0,0.0,-0.154,0.35,0.0093,1.04,0.0,0.0,-0.21,-0.17,-0.69,-0.55
476.15,172.97,-4.5,100.0,0.0,-0.127,0.351,0.0021,-0.4,0.0,0.0,-0.18,-0.14,-0.57,-0.43
476.2,173.6,-4.2,100.0,0.0,-0.089,0.351,-0.0012,-1.45,0.0,0.0,-0.12,-0.09,-0.42,-0.28
476.25,174.2,-4.1,100.0,0.0,-0.043,0.351,-0.0027,-2.14,0.0,0.0,-0.03,-0.0,-0.27,-0.13
476.3,174.83,-4.0,100.0,0.0,0.006,0.351,-0.0042,-2.71,0.0,0.0,0.07,0.1,-0.12,0.01
476.35,175.46,-4.0,100.0,0.0,0.052,0.35,-0.0044,-3.09,0.0,0.0,0.16,0.2,0.01,0.15
476.4,175.9,-4.0,100.0,0.0,0.084,0.351,-0.0025,-3.3,0.0,0.0,0.23,0.27,0.1,0.24
476.45,176.53,-3.5,100.0,0.0,0.12,0.35,0.0023,-3.47,0.0,0.0,0.3,0.34,0.22,0.35
476.5,177.2,-2.5,100.0,0.0,0.145,0.35,0.0056,-3.42,0.0,0.0,0.33,0.37,0.33,0.46
476.55,177.9,-1.2,100.0,0.0,0.161,0.349,0.0047,-3.08,0.0,0.0,0.34,0.38,0.41,0.54
476.6,178.56,-0.0,100.0,0.0,0.163,0.349,0.0027,-2.5,0.0,0.0,0.32,0.36,0.44,0.57
476.65,179.0,0.3,100.0,0.0,0.163,0.349,0.0023,-2.05,0.0,0.0,0.32,0.36,0.44,0.58
476.7,179.66,0.3,100.0,0.0,0.159,0.349,-0.0002,-1.43,0.0,0.0,0.32,0.36,0.41,0.55
476.75,180.32,0.3,100.0,0.0,0.148,0.348,0.0003,-0.96,0.0,0.0,0.31,0.35,0.37,0.5
476.8,180.98,0.3,100.0,0.0,0.131,0.347,-0.0013,-0.59,0.0,0.0,0.28,0.32,0.31,0.45
476.85,181.42,0.5,100.0,0.0,0.118,0.347,-0.0032,-0.39,0.0,0.0,0.24,0.29,0.27,0.41
476.9,182.23,0.5,100.0,0.0,0.095,0.346,-0.0047,-0.09,0.0,0.0,0.19,0.24,0.2,0.34
476.95,182.74,0.5,100.0,0.0,0.08,0.346,-0.0043,0.06,0.0,0.0,0.16,0.21,0.16,0.3
477.0,183.25,0.5,100.0,0.0,0.065,0.345,-0.0037,0.18,0.0,0.0,0.12,0.18,0.12,0.25
477.05,183.94,0.3,100.0,0.0,0.048,0.344,-0.0024,0.29,0.0,0.0,0.09,0.14,0.07,0.2
477.1,184.6,0.0,100.0,0.0,0.036,0.344,-0.0015,0.31,0.0,0.0,0.07,0.12,0.02,0.16
477.15,185.25,-0.3,100.0,0.0,0.028,0.343,-0.0009,0.23,0.0,0.0,0.06,0.11,-0.01,0.12
477.2,185.72,-0.3,100.0,0.0,0.022,0.342,-0.0009,0.14,0.0,0.0,0.04,0.1,-0.02,0.11
477.25,186.38,-0.3,100.0,0.0,0.016,0.341,-0.001,0.04,0.0,0.0,0.03,0.08,-0.04,0.09
477.3,186.99,-0.3,100.0,0.0,0.013,0.341,-0.0015,-0.04,0.0,0.0,0.02,0.07,-0.04,0.09
477.35,187.67,-0.3,100.0,0.0,0.012,0.339,-0.0017,-0.11,0.0,0.0,0.01,0.06,-0.04,0.09
477.4,188.1,-0.3,100.0,0.0,0.012,0.338,-0.0015,-0.14,0.0,0.0,0.01,0.06,-0.04,0.09
477.45,188.74,-0.3,100.0,0.0,0.012,0.336,-0.002,-0.19,0.0,0.0,0.01,0.06,-0.04,0.09
477.5,189.25,-0.3,100.0,9.12,0.014,0.2,-0.0022,-0.23,0.0,0.0,0.01,0.07,-0.03,0.1
477.55,189.56,-0.3,100.0,14.68,0.016,0.118,-0.005,-0.25,0.0,0.0,0.02,0.06,-0.03,0.1
477.6,189.68,-0.3,100.0,15.47,0.017,0.082,-0.0059,-0.27,0.0,0.0,0.03,0.05,-0.03,0.11
477.65,189.84,-0.3,100.0,17.85,0.019,0.061,-0.0032,-0.3,0.0,0.0,0.06,0.03,-0.03,0.12
477.7,189.75,-0.3,100.0,28.57,0.02,-0.129,-0.0007,-0.32,0.0,0.0,0.09,0.01,-0.03,0.13
477.75,189.39,-0.3,100.0,36.9,0.022,-0.259,-0.0008,-0.32,0.0,0.0,0.12,-0.01,-0.04,0.15
477.8,188.68,-0.2,100.0,46.82,0.021,-0.424,-0.0031,-0.32,0.0,0.0,0.16,-0.05,-0.05,0.16
477.85,188.15,-0.0,100.0,47.22,0.02,-0.464,-0.0053,-0.3,0.0,0.0,0.18,-0.08,-0.05,0.18
477.9,187.27,-0.0,100.0,47.22,0.021,-0.466,-0.0017,-0.25,0.0,0.0,0.22,-0.12,-0.07,0.2
477.95,186.37,-0.0,100.0,47.22,0.021,-0.469,0.0076,-0.23,0.0,0.0,0.25,-0.14,-0.08,0.21
478.0,185.48,-0.0,100.0,47.22,0.021,-0.469,0.013,-0.21,0.0,0.0,0.26,-0.16,-0.1,0.22
478.05,184.64,-0.0,100.0,47.22,0.021,-0.467,0.008,-0.19,0.0,0.0,0.26,-0.16,-0.11,0.23
478.1,183.82,0.2,100.0,45.23,0.017,-0.432,-0.0027,-0.15,0.0,0.0,0.24,-0.17,-0.11,0.23
478.15,183.27,0.2,100.0,45.23,0.016,-0.43,-0.0102,-0.09,0.0,0.0,0.23,-0.17,-0.12,0.23
478.2,182.45,0.5,100.0,45.23,0.011,-0.429,-0.0164,0.0,0.0,0.0,0.2,-0.17,-0.12,0.22
478.25,181.77,0.5,100.0,45.23,0.008,-0.43,-0.0167,0.09,0.0,0.0,0.19,-0.17,-0.13,0.21
478.3,180.99,0.5,100.0,45.23,0.004,-0.431,-0.0116,0.18,0.0,0.0,0.18,-0.18,-0.14,0.19
478.35,180.17,0.5,100.0,45.23,-0.001,-0.431,-0.0064,0.25,0.0,0.0,0.17,-0.19,-0.16,0.18
478.4,179.26,0.6,100.0,45.23,-0.007,-0.432,-0.0038,0.32,0.0,0.0,0.15,-0.21,-0.17,0.16
478.45,178.43,0.7,100.0,45.23,-0.014,-0.433,-0.0027,0.39,0.0,0.0,0.14,-0.23,-0.19,0.15
478.5,177.97,0.7,100.0,46.82,-0.017,-0.458,-0.0028,0.44,0.0,0.0,0.13,-0.24,-0.19,0.14
478.55,176.99,0.7,100.0,46.82,-0.022,-0.462,-0.0026,0.52,0.0,0.0,0.12,-0.25,-0.21,0.12
478.6,176.3,0.5,100.0,46.82,-0.022,-0.462,-0.0029,0.53,0.0,0.0,0.13,-0.25,-0.23,0.11
478.65,175.52,-2.3,100.0,46.82,0.006,-0.463,-0.003,0.29,0.0,0.0,0.28,-0.1,-0.24,0.1
478.7,174.44,-8.3,100.0,46.82,0.078,-0.464,-0.0072,-1.12,0.0,0.0,0.6,0.21,-0.22,0.12
478.75,173.7,-9.9,100.0,37.3,0.123,-0.395,-0.0098,-2.86,0.0,0.0,0.73,0.35,-0.15,0.2
478.8,173.34,-9.0,100.0,14.28,0.161,-0.015,-0.0054,-4.62,0.0,0.0,0.75,0.37,0.0,0.34
478.85,173.66,-7.7,100.0,0.0,0.175,0.337,-0.0058,-5.76,0.0,0.0,0.74,0.38,0.19,0.52
478.9,174.21,-7.2,100.0,0.0,0.222,0.351,-0.0163,-6.27,0.0,0.0,0.81,0.51,0.4,0.69
478.95,174.8,-7.2,100.0,0.0,0.277,0.352,-0.011,-6.4,0.0,0.0,0.91,0.7,0.6,0.82
479.0,175.54,-7.0,100.0,0.0,0.335,0.353,0.0163,-6.25,0.0,0.0,1.0,0.9,0.79,0.94
479.05,176.09,-6.5,100.0,0.0,0.363,0.351,0.0282,-5.99,0.0,0.0,1.02,0.99,0.89,1.01
479.1,176.64,-5.5,100.0,0.0,0.377,0.35,0.0246,-5.67,0.0,0.0,1.02,1.03,0.96,1.07
479.15,177.4,-3.0,100.0,0.0,0.367,0.348,-0.002,-5.12,0.0,0.0,0.91,0.96,1.02,1.13
479.2,177.93,-0.7,100.0,3.97,0.349,0.306,-0.0183,-4.48,0.0,0.0,0.79,0.86,1.03,1.15
479.25,178.34,2.0,100.0,7.54,0.325,0.222,-0.0257,-3.44,0.0,0.0,0.64,0.71,1.0,1.13
479.3,178.68,3.7,100.0,10.71,0.292,0.206,-0.0256,-2.29,0.0,0.0,0.54,0.59,0.92,1.08
479.35,178.94,4.7,100.0,13.88,0.254,0.122,-0.0204,-0.87,0.0,0.0,0.43,0.46,0.79,0.96
479.4,179.16,5.0,100.0,18.25,0.193,0.085,-0.0119,0.77,0.0,0.0,0.32,0.3,0.58,0.76
479.45,179.15,4.5,100.0,25.39,0.144,-0.071,-0.0035,1.78,0.0,0.0,0.26,0.2,0.4,0.59
479.5,178.99,3.8,100.0,26.58,0.093,-0.104,0.0006,2.45,0.0,0.0,0.21,0.1,0.21,0.41
479.55,178.75,3.4,100.0,35.71,0.039,-0.218,0.0047,2.78,0.0,0.0,0.13,-0.03,0.04,0.25
479.6,178.04,3.3,100.0,52.34,-0.016,-0.523,0.0042,2.94,0.0,0.0,0.04,-0.18,-0.12,0.1
479.65,176.71,3.2,100.0,73.05,-0.057,-0.802,-0.0051,2.93,0.0,0.0,-0.04,-0.35,-0.27,-0.02
479.7,175.3,3.0,100.0,93.36,-0.062,-1.076,-0.0106,2.72,0.0,0.0,-0.09,-0.48,-0.37,-0.09
479.75,173.13,2.7,100.0,99.61,-0.093,-1.113,-0.0126,2.32,1.0,0.0,-0.11,-0.63,-0.49,-0.15
479.8,170.97,2.1,100.0,91.41,-0.089,-1.262,0.0118,2.45,0.0,0.0,-0.11,-0.69,-0.6,-0.18
479.85,169.29,1.4,100.0,67.97,-0.114,-1.123,0.0192,2.66,0.0,0.0,-0.08,-0.7,-0.69,-0.22
479.9,168.14,0.2,100.0,16.27,-0.171,-0.105,0.0398,3.04,0.0,0.0,-0.04,-0.64,-0.77,-0.24
479.95,168.66,-1.0,100.0,0.0,-0.151,0.35,-0.0204,2.72,0.0,0.0,-0.06,-0.56,-0.8,-0.29
480.0,169.3,-1.7,100.0,0.0,-0.155,0.358,-0.0504,1.9,0.0,0.0,-0.14,-0.49,-0.75,-0.36
480.05,169.79,-1.9,100.0,0.0,-0.151,0.362,-0.0464,1.09,0.0,0.0,-0.2,-0.39,-0.67,-0.38
480.1,170.44,-1.9,100.0,0.0,-0.138,0.364,-0.0188,0.08,0.0,0.0,-0.27,-0.27,-0.52,-0.36
480.15,171.14,-1.9,100.0,0.0,-0.108,0.365,0.0274,-0.75,0.0,0.0,-0.27,-0.13,-0.37,-0.28
480.2,171.83,-1.9,100.0,0.0,-0.066,0.36,0.0461,-1.27,0.0,0.0,-0.21,-0.01,-0.23,-0.16
480.25,172.51,-1.9,100.0,0.0,-0.022,0.354,0.0113,-1.54,0.0,0.0,-0.12,0.07,-0.12,-0.05
480.3,172.96,-1.9,100.0,0.0,0.002,0.352,-0.0141,-1.64,0.0,0.0,-0.06,0.11,-0.06,0.02
480.35,173.63,-2.2,100.0,0.0,0.035,0.353,-0.0297,-1.79,0.0,0.0,0.05,0.18,0.01,0.12
480.4,174.3,-2.8,100.0,0.0,0.069,0.353,-0.0231,-2.02,0.0,0.0,0.16,0.26,0.08,0.21
480.45,175.01,-3.8,100.0,0.0,0.107,0.353,-0.0095,-2.39,0.0,0.0,0.3,0.36,0.14,0.29
480.5,175.46,-4.8,100.0,0.0,0.135,0.352,-0.0045,-2.74,0.0,0.0,0.39,0.45,0.19,0.34
480.55,176.16,-6.0,100.0,0.0,0.175,0.351,0.0001,-3.44,0.0,0.0,0.53,0.57,0.28,0.43
480.6,176.87,-6.4,100.0,0.0,0.214,0.35,0.0017,-4.16,0.0,0.0,0.62,0.66,0.39,0.53
480.65,177.53,-6.8,100.0,0.0,0.252,0.349,0.0011,-4.75,0.0,0.0,0.72,0.76,0.51,0.65
480.7,177.97,-6.8,100.0,0.0,0.275,0.348,-0.0014,-5.08,0.0,0.0,0.78,0.82,0.59,0.73
480.75,178.63,-5.5,100.0,0.0,0.298,0.348,-0.0049,-5.41,0.0,0.0,0.8,0.84,0.7,0.84
480.8,179.14,-3.6,100.0,0.0,0.302,0.348,-0.0077,-5.36,0.0,0.0,0.74,0.8,0.78,0.93
480.85,179.83,-2.1,100.0,0.0,0.308,0.347,-0.0099,-4.78,0.0,0.0,0.72,0.77,0.86,1.0
480.9,180.48,-2.6,100.0,0.0,0.326,0.346,-0.012,-4.15,0.0,0.0,0.8,0.85,0.88,1.03
480.95,181.13,-3.5,100.0,0.0,0.341,0.345,-0.0111,-3.84,0.0,0.0,0.88,0.94,0.87,1.02
481.0,181.59,-3.5,100.0,0.0,0.341,0.344,-0.0098,-3.75,0.0,0.0,0.88,0.94,0.86,1.02
481.05,182.28,-3.2,100.0,0.0,0.337,0.344,-0.0064,-3.61,0.0,0.0,0.86,0.92,0.85,1.01
481.1,182.96,-2.8,100.0,0.0,0.331,0.343,-0.0051,-3.44,0.0,0.0,0.84,0.9,0.84,0.99
481.15,183.42,-1.8,100.0,0.0,0.319,0.343,-0.0055,-3.28,0.0,0.0,0.78,0.84,0.82,0.98
481.2,184.14,0.7,100.0,0.0,0.28,0.344,-0.0057,-2.65,0.0,0.0,0.6,0.66,0.79,0.94
481.25,184.57,2.7,100.0,0.0,0.25,0.344,-0.0059,-1.98,0.0,0.0,0.47,0.53,0.75,0.9
481.3,185.22,5.7,100.0,0.0,0.19,0.344,-0.0056,-0.55,0.0,0.0,0.25,0.31,0.66,0.8
481.35,185.91,6.7,100.0,0.0,0.127,0.343,-0.0049,1.32,0.0,0.0,0.09,0.14,0.49,0.63
481.4,186.38,6.7,93.75,0.0,0.084,0.342,-0.0039,2.46,0.0,0.0,0.01,0.06,0.34,0.48
481.45,186.84,6.6,27.38,0.0,0.008,0.072,-0.0078,3.82,0.0,0.0,-0.13,-0.1,0.09,0.22
481.5,186.74,6.3,0.0,10.31,-0.077,-0.118,-0.0174,4.77,0.0,0.0,-0.26,-0.28,-0.14,-0.01
481.55,186.25,6.3,0.0,29.76,-0.122,-0.535,-0.0165,5.2,0.0,0.0,-0.34,-0.43,-0.31,-0.17
481.6,184.48,6.7,0.0,63.28,-0.148,-1.081,-0.0265,5.62,0.0,0.0,-0.47,-0.75,-0.57,-0.39
481.65,182.23,7.0,0.0,79.3,-0.148,-1.247,-0.0129,5.88,1.0,0.0,-0.61,-1.12,-0.86,-0.58
481.7,180.61,7.7,0.0,85.16,-0.166,-1.29,0.0088,5.91,1.0,0.0,-0.74,-1.37,-1.06,-0.7
481.75,178.06,8.7,0.0,74.22,-0.297,-1.226,0.0408,7.64,1.0,0.0,-0.97,-1.69,-1.41,-0.91
481.8,175.74,8.2,0.0,67.97,-0.334,-1.159,-0.0135,9.07,1.0,0.0,-1.16,-1.88,-1.76,-1.17
481.85,173.6,6.2,0.0,61.33,-0.37,-1.097,-0.0603,9.55,1.0,0.0,-1.36,-2.04,-2.12,-1.51
481.9,172.12,4.3,0.0,53.12,-0.515,-1.188,0.1083,10.45,1.0,0.0,-1.34,-2.07,-2.31,-1.72
481.95,169.98,1.0,0.0,51.17,-0.707,-1.113,0.2774,12.04,1.0,0.0,-1.28,-2.03,-2.54,-1.96
482.0,167.72,-4.7,0.0,51.17,-0.756,-1.084,0.7229,12.36,0.0,0.0,-1.06,-1.9,-2.57,-2.27
482.05,165.49,-10.8,0.0,51.17,-0.922,-1.138,1.1518,9.57,0.0,0.0,-0.87,-1.66,-2.57,-2.4
482.1,164.18,-14.5,0.0,52.73,-0.805,-1.105,1.0289,7.54,0.0,0.0,-0.75,-1.5,-2.52,-2.45
482.15,161.73,-19.3,0.0,57.03,-0.638,-1.133,0.836,0.75,0.0,0.0,-0.32,-1.05,-2.07,-2.05
482.2,159.5,-22.2,0.0,60.94,-0.344,-1.235,0.3833,-4.54,0.0,0.0,0.15,-0.51,-1.45,-1.44
482.25,157.78,-20.9,0.0,66.41,-0.166,-1.256,0.4375,-7.9,0.0,0.0,0.42,-0.27,-0.93,-0.93
482.3,155.33,-19.7,0.0,69.53,0.013,-1.377,0.1411,-10.2,0.0,0.0,0.74,0.06,-0.33,-0.29
482.35,152.62,-19.5,0.0,69.92,0.165,-1.327,0.1429,-11.98,0.0,0.0,1.2,0.46,0.24,0.36
482.4,150.65,-18.9,0.0,70.31,0.241,-1.379,0.0749,-13.07,1.0,0.0,1.54,0.81,0.61,0.87
482.45,147.98,-15.0,0.0,70.31,0.318,-1.286,0.0895,-14.16,1.0,0.0,1.82,1.07,1.19,1.52
482.5,145.54,-5.5,0.0,70.7,0.346,-1.283,0.0586,-14.2,1.0,0.0,1.7,1.01,1.7,2.15
482.55,143.79,5.0,0.0,70.7,0.345,-1.236,0.0275,-13.38,1.0,0.0,1.59,0.93,2.04,2.51
482.6,141.19,15.8,0.0,70.7,0.293,-1.206,-0.0447,-11.01,1.0,0.0,1.18,0.58,2.48,2.99
482.65,139.66,23.4,0.0,70.7,0.258,-1.183,-0.088,-9.19,1.0,0.0,0.95,0.37,2.68,3.19
482.7,137.26,26.6,0.0,70.7,0.264,-1.156,-0.1065,-6.65,1.0,0.0,0.99,0.45,2.84,3.37
482.75,135.02,27.0,0.0,70.7,0.276,-1.078,-0.1824,-4.38,1.0,0.0,1.07,0.59,2.85,3.43
